nohup: ignoring input
[Ideal_FP32 | Seed 0] Epoch 1/100 - Acc: 0.7602
[Ideal_FP32 | Seed 3] Epoch 77/100 - Acc: 0.9669
[Ideal_FP32 | Seed 3] Epoch 78/100 - Acc: 0.9659
[Ideal_FP32 | Seed 3] Epoch 79/100 - Acc: 0.9651
[Ideal_FP32 | Seed 3] Epoch 80/100 - Acc: 0.9667
[Ideal_FP32 | Seed 3] Epoch 81/100 - Acc: 0.9666
[Ideal_FP32 | Seed 3] Epoch 82/100 - Acc: 0.9661
[Ideal_FP32 | Seed 3] Epoch 83/100 - Acc: 0.9672
[Ideal_FP32 | Seed 3] Epoch 84/100 - Acc: 0.9677
[Ideal_FP32 | Seed 3] Epoch 85/100 - Acc: 0.9664
[Ideal_FP32 | Seed 3] Epoch 86/100 - Acc: 0.9674
[Ideal_FP32 | Seed 3] Epoch 87/100 - Acc: 0.9653
[Ideal_FP32 | Seed 3] Epoch 88/100 - Acc: 0.9658
[Ideal_FP32 | Seed 3] Epoch 89/100 - Acc: 0.9661
[Ideal_FP32 | Seed 3] Epoch 90/100 - Acc: 0.9672
[Ideal_FP32 | Seed 3] Epoch 91/100 - Acc: 0.9673
[Ideal_FP32 | Seed 3] Epoch 92/100 - Acc: 0.9665
[Ideal_FP32 | Seed 3] Epoch 93/100 - Acc: 0.9674
[Ideal_FP32 | Seed 3] Epoch 94/100 - Acc: 0.9662
[Ideal_FP32 | Seed 3] Epoch 95/100 - Acc: 0.9668
[Ideal_FP32 | Seed 3] Epoch 96/100 - Acc: 0.9662
[Ideal_FP32 | Seed 3] Epoch 97/100 - Acc: 0.9657
[Ideal_FP32 | Seed 3] Epoch 98/100 - Acc: 0.9652
[Ideal_FP32 | Seed 3] Epoch 99/100 - Acc: 0.9675
[Ideal_FP32 | Seed 3] Epoch 100/100 - Acc: 0.9667
[Ideal_FP32 | Seed 4] Epoch 1/100 - Acc: 0.8084
[Ideal_FP32 | Seed 4] Epoch 2/100 - Acc: 0.8827
[Ideal_FP32 | Seed 4] Epoch 3/100 - Acc: 0.8991
[Ideal_FP32 | Seed 4] Epoch 4/100 - Acc: 0.9128
[Ideal_FP32 | Seed 4] Epoch 5/100 - Acc: 0.9188
[Ideal_FP32 | Seed 4] Epoch 6/100 - Acc: 0.9265
[Ideal_FP32 | Seed 4] Epoch 7/100 - Acc: 0.9295
[Ideal_FP32 | Seed 4] Epoch 8/100 - Acc: 0.9320
[Ideal_FP32 | Seed 4] Epoch 9/100 - Acc: 0.9351
[Ideal_FP32 | Seed 4] Epoch 10/100 - Acc: 0.9411
[Ideal_FP32 | Seed 4] Epoch 11/100 - Acc: 0.9418
[Ideal_FP32 | Seed 4] Epoch 12/100 - Acc: 0.9437
[Ideal_FP32 | Seed 4] Epoch 13/100 - Acc: 0.9454
[Ideal_FP32 | Seed 4] Epoch 14/100 - Acc: 0.9485
[Ideal_FP32 | Seed 4] Epoch 15/100 - Acc: 0.9485
[Ideal_FP32 | Seed 4] Epoch 16/100 - Acc: 0.9509
[Ideal_FP32 | Seed 4] Epoch 17/100 - Acc: 0.9518
[Ideal_FP32 | Seed 4] Epoch 18/100 - Acc: 0.9532
[Ideal_FP32 | Seed 4] Epoch 19/100 - Acc: 0.9536
[Ideal_FP32 | Seed 4] Epoch 20/100 - Acc: 0.9538
[Ideal_FP32 | Seed 4] Epoch 21/100 - Acc: 0.9541
[Ideal_FP32 | Seed 4] Epoch 22/100 - Acc: 0.9557
[Ideal_FP32 | Seed 4] Epoch 23/100 - Acc: 0.9562
[Ideal_FP32 | Seed 4] Epoch 24/100 - Acc: 0.9568
[Ideal_FP32 | Seed 4] Epoch 25/100 - Acc: 0.9582
[Ideal_FP32 | Seed 4] Epoch 26/100 - Acc: 0.9585
[Ideal_FP32 | Seed 4] Epoch 27/100 - Acc: 0.9597
[Ideal_FP32 | Seed 4] Epoch 28/100 - Acc: 0.9588
[Ideal_FP32 | Seed 4] Epoch 29/100 - Acc: 0.9606
[Ideal_FP32 | Seed 4] Epoch 30/100 - Acc: 0.9605
[Ideal_FP32 | Seed 4] Epoch 31/100 - Acc: 0.9604
[Ideal_FP32 | Seed 4] Epoch 32/100 - Acc: 0.9603
[Ideal_FP32 | Seed 4] Epoch 33/100 - Acc: 0.9632
[Ideal_FP32 | Seed 4] Epoch 34/100 - Acc: 0.9620
[Ideal_FP32 | Seed 4] Epoch 35/100 - Acc: 0.9619
[Ideal_FP32 | Seed 4] Epoch 36/100 - Acc: 0.9636
[Ideal_FP32 | Seed 4] Epoch 37/100 - Acc: 0.9635
[Ideal_FP32 | Seed 4] Epoch 38/100 - Acc: 0.9651
[Ideal_FP32 | Seed 4] Epoch 39/100 - Acc: 0.9654
[Ideal_FP32 | Seed 4] Epoch 40/100 - Acc: 0.9644
[Ideal_FP32 | Seed 4] Epoch 41/100 - Acc: 0.9642
[Ideal_FP32 | Seed 4] Epoch 42/100 - Acc: 0.9647
[Ideal_FP32 | Seed 4] Epoch 43/100 - Acc: 0.9653
[Ideal_FP32 | Seed 4] Epoch 44/100 - Acc: 0.9647
[Ideal_FP32 | Seed 4] Epoch 45/100 - Acc: 0.9654
[Ideal_FP32 | Seed 4] Epoch 46/100 - Acc: 0.9654
[Ideal_FP32 | Seed 4] Epoch 47/100 - Acc: 0.9653
[Ideal_FP32 | Seed 4] Epoch 48/100 - Acc: 0.9651
[Ideal_FP32 | Seed 4] Epoch 49/100 - Acc: 0.9662
[Ideal_FP32 | Seed 4] Epoch 50/100 - Acc: 0.9667
[Ideal_FP32 | Seed 4] Epoch 51/100 - Acc: 0.9656
[Ideal_FP32 | Seed 4] Epoch 52/100 - Acc: 0.9680
[Ideal_FP32 | Seed 4] Epoch 53/100 - Acc: 0.9657
[Ideal_FP32 | Seed 4] Epoch 54/100 - Acc: 0.9668
[Ideal_FP32 | Seed 4] Epoch 55/100 - Acc: 0.9670
[Ideal_FP32 | Seed 4] Epoch 56/100 - Acc: 0.9664
[Ideal_FP32 | Seed 4] Epoch 57/100 - Acc: 0.9668
[Ideal_FP32 | Seed 4] Epoch 58/100 - Acc: 0.9672
[Ideal_FP32 | Seed 4] Epoch 59/100 - Acc: 0.9670
[Ideal_FP32 | Seed 4] Epoch 60/100 - Acc: 0.9657
[Ideal_FP32 | Seed 4] Epoch 61/100 - Acc: 0.9668
[Ideal_FP32 | Seed 4] Epoch 62/100 - Acc: 0.9682
[Ideal_FP32 | Seed 4] Epoch 63/100 - Acc: 0.9666
[Ideal_FP32 | Seed 4] Epoch 64/100 - Acc: 0.9669
[Ideal_FP32 | Seed 4] Epoch 65/100 - Acc: 0.9661
[Ideal_FP32 | Seed 4] Epoch 66/100 - Acc: 0.9680
[Ideal_FP32 | Seed 4] Epoch 67/100 - Acc: 0.9672
[Ideal_FP32 | Seed 4] Epoch 68/100 - Acc: 0.9688
[Ideal_FP32 | Seed 4] Epoch 69/100 - Acc: 0.9684
[Ideal_FP32 | Seed 4] Epoch 70/100 - Acc: 0.9669
[Ideal_FP32 | Seed 4] Epoch 71/100 - Acc: 0.9677
[Ideal_FP32 | Seed 4] Epoch 72/100 - Acc: 0.9678
[Ideal_FP32 | Seed 4] Epoch 73/100 - Acc: 0.9688
[Ideal_FP32 | Seed 4] Epoch 74/100 - Acc: 0.9686
[Ideal_FP32 | Seed 4] Epoch 75/100 - Acc: 0.9675
[Ideal_FP32 | Seed 4] Epoch 76/100 - Acc: 0.9684
[Ideal_FP32 | Seed 4] Epoch 77/100 - Acc: 0.9682
[Ideal_FP32 | Seed 4] Epoch 78/100 - Acc: 0.9693
[Ideal_FP32 | Seed 4] Epoch 79/100 - Acc: 0.9687
[Ideal_FP32 | Seed 4] Epoch 80/100 - Acc: 0.9683
[Ideal_FP32 | Seed 4] Epoch 81/100 - Acc: 0.9690
[Ideal_FP32 | Seed 4] Epoch 82/100 - Acc: 0.9683
[Ideal_FP32 | Seed 4] Epoch 83/100 - Acc: 0.9683
[Ideal_FP32 | Seed 4] Epoch 84/100 - Acc: 0.9682
[Ideal_FP32 | Seed 4] Epoch 85/100 - Acc: 0.9684
[Ideal_FP32 | Seed 4] Epoch 86/100 - Acc: 0.9686
[Ideal_FP32 | Seed 4] Epoch 87/100 - Acc: 0.9685
[Ideal_FP32 | Seed 4] Epoch 88/100 - Acc: 0.9699
[Ideal_FP32 | Seed 4] Epoch 89/100 - Acc: 0.9673
[Ideal_FP32 | Seed 4] Epoch 90/100 - Acc: 0.9668
[Ideal_FP32 | Seed 4] Epoch 91/100 - Acc: 0.9700
[Ideal_FP32 | Seed 4] Epoch 92/100 - Acc: 0.9683
[Ideal_FP32 | Seed 4] Epoch 93/100 - Acc: 0.9687
[Ideal_FP32 | Seed 4] Epoch 94/100 - Acc: 0.9678
[Ideal_FP32 | Seed 4] Epoch 95/100 - Acc: 0.9687
[Ideal_FP32 | Seed 4] Epoch 96/100 - Acc: 0.9688
[Ideal_FP32 | Seed 4] Epoch 97/100 - Acc: 0.9686
[Ideal_FP32 | Seed 4] Epoch 98/100 - Acc: 0.9693
[Ideal_FP32 | Seed 4] Epoch 99/100 - Acc: 0.9680
[Ideal_FP32 | Seed 4] Epoch 100/100 - Acc: 0.9699
[Linear_Quant | Seed 0] Epoch 1/100 - Acc: 0.7546
[Linear_Quant | Seed 0] Epoch 2/100 - Acc: 0.8738
[Linear_Quant | Seed 0] Epoch 3/100 - Acc: 0.9054
[Linear_Quant | Seed 0] Epoch 4/100 - Acc: 0.9136
[Linear_Quant | Seed 0] Epoch 5/100 - Acc: 0.9217
[Linear_Quant | Seed 0] Epoch 6/100 - Acc: 0.9262
[Linear_Quant | Seed 0] Epoch 7/100 - Acc: 0.9308
[Linear_Quant | Seed 0] Epoch 8/100 - Acc: 0.9341
[Linear_Quant | Seed 0] Epoch 9/100 - Acc: 0.9356
[Linear_Quant | Seed 0] Epoch 10/100 - Acc: 0.9394
[Linear_Quant | Seed 0] Epoch 11/100 - Acc: 0.9395
[Linear_Quant | Seed 0] Epoch 12/100 - Acc: 0.9426
[Linear_Quant | Seed 0] Epoch 13/100 - Acc: 0.9445
[Linear_Quant | Seed 0] Epoch 14/100 - Acc: 0.9443
[Linear_Quant | Seed 0] Epoch 15/100 - Acc: 0.9474
[Linear_Quant | Seed 0] Epoch 16/100 - Acc: 0.9458
[Linear_Quant | Seed 0] Epoch 17/100 - Acc: 0.9490
[Linear_Quant | Seed 0] Epoch 18/100 - Acc: 0.9506
[Linear_Quant | Seed 0] Epoch 19/100 - Acc: 0.9498
[Linear_Quant | Seed 0] Epoch 20/100 - Acc: 0.9509
[Linear_Quant | Seed 0] Epoch 21/100 - Acc: 0.9520
[Linear_Quant | Seed 0] Epoch 22/100 - Acc: 0.9530
[Linear_Quant | Seed 0] Epoch 23/100 - Acc: 0.9545
[Linear_Quant | Seed 0] Epoch 24/100 - Acc: 0.9554
[Linear_Quant | Seed 0] Epoch 25/100 - Acc: 0.9548
[Linear_Quant | Seed 0] Epoch 26/100 - Acc: 0.9553
[Linear_Quant | Seed 0] Epoch 27/100 - Acc: 0.9564
[Linear_Quant | Seed 0] Epoch 28/100 - Acc: 0.9571
[Linear_Quant | Seed 0] Epoch 29/100 - Acc: 0.9571
[Linear_Quant | Seed 0] Epoch 30/100 - Acc: 0.9576
[Linear_Quant | Seed 0] Epoch 31/100 - Acc: 0.9574
[Linear_Quant | Seed 0] Epoch 32/100 - Acc: 0.9581
[Linear_Quant | Seed 0] Epoch 33/100 - Acc: 0.9587
[Linear_Quant | Seed 0] Epoch 34/100 - Acc: 0.9599
[Linear_Quant | Seed 0] Epoch 35/100 - Acc: 0.9606
[Linear_Quant | Seed 0] Epoch 36/100 - Acc: 0.9598
[Linear_Quant | Seed 0] Epoch 37/100 - Acc: 0.9608
[Linear_Quant | Seed 0] Epoch 38/100 - Acc: 0.9620
[Linear_Quant | Seed 0] Epoch 39/100 - Acc: 0.9612
[Linear_Quant | Seed 0] Epoch 40/100 - Acc: 0.9608
[Linear_Quant | Seed 0] Epoch 41/100 - Acc: 0.9613
[Linear_Quant | Seed 0] Epoch 42/100 - Acc: 0.9629
[Linear_Quant | Seed 0] Epoch 43/100 - Acc: 0.9623
[Linear_Quant | Seed 0] Epoch 44/100 - Acc: 0.9621
[Linear_Quant | Seed 0] Epoch 45/100 - Acc: 0.9629
[Linear_Quant | Seed 0] Epoch 46/100 - Acc: 0.9634
[Linear_Quant | Seed 0] Epoch 47/100 - Acc: 0.9624
[Linear_Quant | Seed 0] Epoch 48/100 - Acc: 0.9630
[Linear_Quant | Seed 0] Epoch 49/100 - Acc: 0.9658
[Linear_Quant | Seed 0] Epoch 50/100 - Acc: 0.9612
[Linear_Quant | Seed 0] Epoch 51/100 - Acc: 0.9645
[Linear_Quant | Seed 0] Epoch 52/100 - Acc: 0.9627
[Linear_Quant | Seed 0] Epoch 53/100 - Acc: 0.9637
[Linear_Quant | Seed 0] Epoch 54/100 - Acc: 0.9633
[Linear_Quant | Seed 0] Epoch 55/100 - Acc: 0.9648
[Linear_Quant | Seed 0] Epoch 56/100 - Acc: 0.9629
[Linear_Quant | Seed 0] Epoch 57/100 - Acc: 0.9644
[Linear_Quant | Seed 0] Epoch 58/100 - Acc: 0.9652
[Linear_Quant | Seed 0] Epoch 59/100 - Acc: 0.9637
[Linear_Quant | Seed 0] Epoch 60/100 - Acc: 0.9647
[Linear_Quant | Seed 0] Epoch 61/100 - Acc: 0.9654
[Linear_Quant | Seed 0] Epoch 62/100 - Acc: 0.9656
[Linear_Quant | Seed 0] Epoch 63/100 - Acc: 0.9656
[Linear_Quant | Seed 0] Epoch 64/100 - Acc: 0.9658
[Linear_Quant | Seed 0] Epoch 65/100 - Acc: 0.9647
[Linear_Quant | Seed 0] Epoch 66/100 - Acc: 0.9642
[Linear_Quant | Seed 0] Epoch 67/100 - Acc: 0.9638
[Linear_Quant | Seed 0] Epoch 68/100 - Acc: 0.9662
[Linear_Quant | Seed 0] Epoch 69/100 - Acc: 0.9644
[Linear_Quant | Seed 0] Epoch 70/100 - Acc: 0.9654
[Linear_Quant | Seed 0] Epoch 71/100 - Acc: 0.9656
[Linear_Quant | Seed 0] Epoch 72/100 - Acc: 0.9651
[Linear_Quant | Seed 0] Epoch 73/100 - Acc: 0.9658
[Linear_Quant | Seed 0] Epoch 74/100 - Acc: 0.9647
[Linear_Quant | Seed 0] Epoch 75/100 - Acc: 0.9647
[Linear_Quant | Seed 0] Epoch 76/100 - Acc: 0.9656
[Linear_Quant | Seed 0] Epoch 77/100 - Acc: 0.9642
[Linear_Quant | Seed 0] Epoch 78/100 - Acc: 0.9643
[Linear_Quant | Seed 0] Epoch 79/100 - Acc: 0.9653
[Linear_Quant | Seed 0] Epoch 80/100 - Acc: 0.9648
[Linear_Quant | Seed 0] Epoch 81/100 - Acc: 0.9652
[Linear_Quant | Seed 0] Epoch 82/100 - Acc: 0.9654
[Linear_Quant | Seed 0] Epoch 83/100 - Acc: 0.9649
[Linear_Quant | Seed 0] Epoch 84/100 - Acc: 0.9666
[Linear_Quant | Seed 0] Epoch 85/100 - Acc: 0.9661
[Linear_Quant | Seed 0] Epoch 86/100 - Acc: 0.9659
[Linear_Quant | Seed 0] Epoch 87/100 - Acc: 0.9660
[Linear_Quant | Seed 0] Epoch 88/100 - Acc: 0.9649
[Linear_Quant | Seed 0] Epoch 89/100 - Acc: 0.9654
[Linear_Quant | Seed 0] Epoch 90/100 - Acc: 0.9649
[Linear_Quant | Seed 0] Epoch 91/100 - Acc: 0.9650
[Linear_Quant | Seed 0] Epoch 92/100 - Acc: 0.9647
[Linear_Quant | Seed 0] Epoch 93/100 - Acc: 0.9649
[Linear_Quant | Seed 0] Epoch 94/100 - Acc: 0.9647
[Linear_Quant | Seed 0] Epoch 95/100 - Acc: 0.9650
[Linear_Quant | Seed 0] Epoch 96/100 - Acc: 0.9647
[Linear_Quant | Seed 0] Epoch 97/100 - Acc: 0.9657
[Linear_Quant | Seed 0] Epoch 98/100 - Acc: 0.9649
[Linear_Quant | Seed 0] Epoch 99/100 - Acc: 0.9665
[Linear_Quant | Seed 0] Epoch 100/100 - Acc: 0.9655
[Linear_Quant | Seed 1] Epoch 1/100 - Acc: 0.8190
[Linear_Quant | Seed 1] Epoch 2/100 - Acc: 0.8815
[Linear_Quant | Seed 1] Epoch 3/100 - Acc: 0.9011
[Linear_Quant | Seed 1] Epoch 4/100 - Acc: 0.9140
[Linear_Quant | Seed 1] Epoch 5/100 - Acc: 0.9230
[Linear_Quant | Seed 1] Epoch 6/100 - Acc: 0.9292
[Linear_Quant | Seed 1] Epoch 7/100 - Acc: 0.9320
[Linear_Quant | Seed 1] Epoch 8/100 - Acc: 0.9345
[Linear_Quant | Seed 1] Epoch 9/100 - Acc: 0.9390
[Linear_Quant | Seed 1] Epoch 10/100 - Acc: 0.9389
[Linear_Quant | Seed 1] Epoch 11/100 - Acc: 0.9407
[Linear_Quant | Seed 1] Epoch 12/100 - Acc: 0.9430
[Linear_Quant | Seed 1] Epoch 13/100 - Acc: 0.9436
[Linear_Quant | Seed 1] Epoch 14/100 - Acc: 0.9482
[Linear_Quant | Seed 1] Epoch 15/100 - Acc: 0.9482
[Linear_Quant | Seed 1] Epoch 16/100 - Acc: 0.9495
[Linear_Quant | Seed 1] Epoch 17/100 - Acc: 0.9500
[Linear_Quant | Seed 1] Epoch 18/100 - Acc: 0.9499
[Linear_Quant | Seed 1] Epoch 19/100 - Acc: 0.9507
[Linear_Quant | Seed 1] Epoch 20/100 - Acc: 0.9513
[Linear_Quant | Seed 1] Epoch 21/100 - Acc: 0.9520
[Linear_Quant | Seed 1] Epoch 22/100 - Acc: 0.9546
[Linear_Quant | Seed 1] Epoch 23/100 - Acc: 0.9536
[Linear_Quant | Seed 1] Epoch 24/100 - Acc: 0.9559
[Linear_Quant | Seed 1] Epoch 25/100 - Acc: 0.9543
[Linear_Quant | Seed 1] Epoch 26/100 - Acc: 0.9553
[Linear_Quant | Seed 1] Epoch 27/100 - Acc: 0.9563
[Linear_Quant | Seed 1] Epoch 28/100 - Acc: 0.9570
[Linear_Quant | Seed 1] Epoch 29/100 - Acc: 0.9581
[Linear_Quant | Seed 1] Epoch 30/100 - Acc: 0.9579
[Linear_Quant | Seed 1] Epoch 31/100 - Acc: 0.9582
[Linear_Quant | Seed 1] Epoch 32/100 - Acc: 0.9598
[Linear_Quant | Seed 1] Epoch 33/100 - Acc: 0.9606
[Linear_Quant | Seed 1] Epoch 34/100 - Acc: 0.9597
[Linear_Quant | Seed 1] Epoch 35/100 - Acc: 0.9605
[Linear_Quant | Seed 1] Epoch 36/100 - Acc: 0.9596
[Linear_Quant | Seed 1] Epoch 37/100 - Acc: 0.9607
[Linear_Quant | Seed 1] Epoch 38/100 - Acc: 0.9613
[Linear_Quant | Seed 1] Epoch 39/100 - Acc: 0.9598
[Linear_Quant | Seed 1] Epoch 40/100 - Acc: 0.9595
[Linear_Quant | Seed 1] Epoch 41/100 - Acc: 0.9618
[Linear_Quant | Seed 1] Epoch 42/100 - Acc: 0.9637
[Linear_Quant | Seed 1] Epoch 43/100 - Acc: 0.9611
[Linear_Quant | Seed 1] Epoch 44/100 - Acc: 0.9603
[Linear_Quant | Seed 1] Epoch 45/100 - Acc: 0.9614
[Linear_Quant | Seed 1] Epoch 46/100 - Acc: 0.9629
[Linear_Quant | Seed 1] Epoch 47/100 - Acc: 0.9624
[Linear_Quant | Seed 1] Epoch 48/100 - Acc: 0.9629
[Linear_Quant | Seed 1] Epoch 49/100 - Acc: 0.9618
[Linear_Quant | Seed 1] Epoch 50/100 - Acc: 0.9629
[Linear_Quant | Seed 1] Epoch 51/100 - Acc: 0.9626
[Linear_Quant | Seed 1] Epoch 52/100 - Acc: 0.9637
[Linear_Quant | Seed 1] Epoch 53/100 - Acc: 0.9642
[Linear_Quant | Seed 1] Epoch 54/100 - Acc: 0.9634
[Linear_Quant | Seed 1] Epoch 55/100 - Acc: 0.9625
[Linear_Quant | Seed 1] Epoch 56/100 - Acc: 0.9628
[Linear_Quant | Seed 1] Epoch 57/100 - Acc: 0.9632
[Linear_Quant | Seed 1] Epoch 58/100 - Acc: 0.9629
[Linear_Quant | Seed 1] Epoch 59/100 - Acc: 0.9636
[Linear_Quant | Seed 1] Epoch 60/100 - Acc: 0.9623
[Linear_Quant | Seed 1] Epoch 61/100 - Acc: 0.9624
[Linear_Quant | Seed 1] Epoch 62/100 - Acc: 0.9627
[Linear_Quant | Seed 1] Epoch 63/100 - Acc: 0.9622
[Linear_Quant | Seed 1] Epoch 64/100 - Acc: 0.9644
[Linear_Quant | Seed 1] Epoch 65/100 - Acc: 0.9639
[Linear_Quant | Seed 1] Epoch 66/100 - Acc: 0.9640
[Linear_Quant | Seed 1] Epoch 67/100 - Acc: 0.9655
[Linear_Quant | Seed 1] Epoch 68/100 - Acc: 0.9646
[Linear_Quant | Seed 1] Epoch 69/100 - Acc: 0.9655
[Linear_Quant | Seed 1] Epoch 70/100 - Acc: 0.9651
[Linear_Quant | Seed 1] Epoch 71/100 - Acc: 0.9638
[Linear_Quant | Seed 1] Epoch 72/100 - Acc: 0.9636
[Linear_Quant | Seed 1] Epoch 73/100 - Acc: 0.9646
[Linear_Quant | Seed 1] Epoch 74/100 - Acc: 0.9648
[Linear_Quant | Seed 1] Epoch 75/100 - Acc: 0.9636
[Linear_Quant | Seed 1] Epoch 76/100 - Acc: 0.9659
[Linear_Quant | Seed 1] Epoch 77/100 - Acc: 0.9634
[Linear_Quant | Seed 1] Epoch 78/100 - Acc: 0.9646
[Linear_Quant | Seed 1] Epoch 79/100 - Acc: 0.9647
[Linear_Quant | Seed 1] Epoch 80/100 - Acc: 0.9650
[Linear_Quant | Seed 1] Epoch 81/100 - Acc: 0.9659
[Linear_Quant | Seed 1] Epoch 82/100 - Acc: 0.9655
[Linear_Quant | Seed 1] Epoch 83/100 - Acc: 0.9654
[Linear_Quant | Seed 1] Epoch 84/100 - Acc: 0.9640
[Linear_Quant | Seed 1] Epoch 85/100 - Acc: 0.9650
[Linear_Quant | Seed 1] Epoch 86/100 - Acc: 0.9653
[Linear_Quant | Seed 1] Epoch 87/100 - Acc: 0.9657
[Linear_Quant | Seed 1] Epoch 88/100 - Acc: 0.9648
[Linear_Quant | Seed 1] Epoch 89/100 - Acc: 0.9654
[Linear_Quant | Seed 1] Epoch 90/100 - Acc: 0.9659
[Linear_Quant | Seed 1] Epoch 91/100 - Acc: 0.9651
[Linear_Quant | Seed 1] Epoch 92/100 - Acc: 0.9646
[Linear_Quant | Seed 1] Epoch 93/100 - Acc: 0.9651
[Linear_Quant | Seed 1] Epoch 94/100 - Acc: 0.9656
[Linear_Quant | Seed 1] Epoch 95/100 - Acc: 0.9653
[Linear_Quant | Seed 1] Epoch 96/100 - Acc: 0.9649
[Linear_Quant | Seed 1] Epoch 97/100 - Acc: 0.9662
[Linear_Quant | Seed 1] Epoch 98/100 - Acc: 0.9658
[Linear_Quant | Seed 1] Epoch 99/100 - Acc: 0.9653
[Linear_Quant | Seed 1] Epoch 100/100 - Acc: 0.9649
[Linear_Quant | Seed 2] Epoch 1/100 - Acc: 0.7474
[Linear_Quant | Seed 2] Epoch 2/100 - Acc: 0.7986
[Linear_Quant | Seed 2] Epoch 3/100 - Acc: 0.8186
[Linear_Quant | Seed 2] Epoch 4/100 - Acc: 0.8283
[Linear_Quant | Seed 2] Epoch 5/100 - Acc: 0.8319
[Linear_Quant | Seed 2] Epoch 6/100 - Acc: 0.8389
[Linear_Quant | Seed 2] Epoch 7/100 - Acc: 0.8412
[Linear_Quant | Seed 2] Epoch 8/100 - Acc: 0.8435
[Linear_Quant | Seed 2] Epoch 9/100 - Acc: 0.8466
[Linear_Quant | Seed 2] Epoch 10/100 - Acc: 0.8503
[Linear_Quant | Seed 2] Epoch 11/100 - Acc: 0.8503
[Linear_Quant | Seed 2] Epoch 12/100 - Acc: 0.8527
[Linear_Quant | Seed 2] Epoch 13/100 - Acc: 0.8531
[Linear_Quant | Seed 2] Epoch 14/100 - Acc: 0.8548
[Linear_Quant | Seed 2] Epoch 15/100 - Acc: 0.8548
[Linear_Quant | Seed 2] Epoch 16/100 - Acc: 0.8577
[Linear_Quant | Seed 2] Epoch 17/100 - Acc: 0.8584
[Linear_Quant | Seed 2] Epoch 18/100 - Acc: 0.8597
[Linear_Quant | Seed 2] Epoch 19/100 - Acc: 0.8585
[Linear_Quant | Seed 2] Epoch 20/100 - Acc: 0.8611
[Linear_Quant | Seed 2] Epoch 21/100 - Acc: 0.8599
[Linear_Quant | Seed 2] Epoch 22/100 - Acc: 0.8613
[Linear_Quant | Seed 2] Epoch 23/100 - Acc: 0.8620
[Linear_Quant | Seed 2] Epoch 24/100 - Acc: 0.8635
[Linear_Quant | Seed 2] Epoch 25/100 - Acc: 0.8630
[Linear_Quant | Seed 2] Epoch 26/100 - Acc: 0.8637
[Linear_Quant | Seed 2] Epoch 27/100 - Acc: 0.8639
[Linear_Quant | Seed 2] Epoch 28/100 - Acc: 0.8632
[Linear_Quant | Seed 2] Epoch 29/100 - Acc: 0.8643
[Linear_Quant | Seed 2] Epoch 30/100 - Acc: 0.8642
[Linear_Quant | Seed 2] Epoch 31/100 - Acc: 0.8660
[Linear_Quant | Seed 2] Epoch 32/100 - Acc: 0.8640
[Linear_Quant | Seed 2] Epoch 33/100 - Acc: 0.8656
[Linear_Quant | Seed 2] Epoch 34/100 - Acc: 0.8660
[Linear_Quant | Seed 2] Epoch 35/100 - Acc: 0.8674
[Linear_Quant | Seed 2] Epoch 36/100 - Acc: 0.8662
[Linear_Quant | Seed 2] Epoch 37/100 - Acc: 0.8664
[Linear_Quant | Seed 2] Epoch 38/100 - Acc: 0.8675
[Linear_Quant | Seed 2] Epoch 39/100 - Acc: 0.8676
[Linear_Quant | Seed 2] Epoch 40/100 - Acc: 0.8655
[Linear_Quant | Seed 2] Epoch 41/100 - Acc: 0.8663
[Linear_Quant | Seed 2] Epoch 42/100 - Acc: 0.8669
[Linear_Quant | Seed 2] Epoch 43/100 - Acc: 0.8663
[Linear_Quant | Seed 2] Epoch 44/100 - Acc: 0.8660
[Linear_Quant | Seed 2] Epoch 45/100 - Acc: 0.8669
[Linear_Quant | Seed 2] Epoch 46/100 - Acc: 0.8660
[Linear_Quant | Seed 2] Epoch 47/100 - Acc: 0.8680
[Linear_Quant | Seed 2] Epoch 48/100 - Acc: 0.8681
[Linear_Quant | Seed 2] Epoch 49/100 - Acc: 0.8679
[Linear_Quant | Seed 2] Epoch 50/100 - Acc: 0.8688
[Linear_Quant | Seed 2] Epoch 51/100 - Acc: 0.8691
[Linear_Quant | Seed 2] Epoch 52/100 - Acc: 0.8688
[Linear_Quant | Seed 2] Epoch 53/100 - Acc: 0.8694
[Linear_Quant | Seed 2] Epoch 54/100 - Acc: 0.8692
[Linear_Quant | Seed 2] Epoch 55/100 - Acc: 0.8682
[Linear_Quant | Seed 2] Epoch 56/100 - Acc: 0.8690
[Linear_Quant | Seed 2] Epoch 57/100 - Acc: 0.8693
[Linear_Quant | Seed 2] Epoch 58/100 - Acc: 0.8678
[Linear_Quant | Seed 2] Epoch 59/100 - Acc: 0.8679
[Linear_Quant | Seed 2] Epoch 60/100 - Acc: 0.8699
[Linear_Quant | Seed 2] Epoch 61/100 - Acc: 0.9512
[Linear_Quant | Seed 2] Epoch 62/100 - Acc: 0.9623
[Linear_Quant | Seed 2] Epoch 63/100 - Acc: 0.9618
[Linear_Quant | Seed 2] Epoch 64/100 - Acc: 0.9633
[Linear_Quant | Seed 2] Epoch 65/100 - Acc: 0.9638
[Linear_Quant | Seed 2] Epoch 66/100 - Acc: 0.9640
[Linear_Quant | Seed 2] Epoch 67/100 - Acc: 0.9644
