nohup: ignoring input
[Ideal_FP32 | Seed 0] Epoch 1/100 - Acc: 0.7602
[Ideal_FP32 | Seed 1] Epoch 93/100 - Acc: 0.9662
[Ideal_FP32 | Seed 1] Epoch 94/100 - Acc: 0.9670
[Ideal_FP32 | Seed 1] Epoch 95/100 - Acc: 0.9661
[Ideal_FP32 | Seed 1] Epoch 96/100 - Acc: 0.9672
[Ideal_FP32 | Seed 1] Epoch 97/100 - Acc: 0.9669
[Ideal_FP32 | Seed 1] Epoch 98/100 - Acc: 0.9676
[Ideal_FP32 | Seed 1] Epoch 99/100 - Acc: 0.9672
[Ideal_FP32 | Seed 1] Epoch 100/100 - Acc: 0.9647
[Ideal_FP32 | Seed 2] Epoch 1/100 - Acc: 0.7463
[Ideal_FP32 | Seed 2] Epoch 2/100 - Acc: 0.7981
[Ideal_FP32 | Seed 2] Epoch 3/100 - Acc: 0.8186
[Ideal_FP32 | Seed 2] Epoch 4/100 - Acc: 0.8280
[Ideal_FP32 | Seed 2] Epoch 5/100 - Acc: 0.8348
[Ideal_FP32 | Seed 2] Epoch 6/100 - Acc: 0.8391
[Ideal_FP32 | Seed 2] Epoch 7/100 - Acc: 0.8425
[Ideal_FP32 | Seed 2] Epoch 8/100 - Acc: 0.8451
[Ideal_FP32 | Seed 2] Epoch 9/100 - Acc: 0.8479
[Ideal_FP32 | Seed 2] Epoch 10/100 - Acc: 0.8507
[Ideal_FP32 | Seed 2] Epoch 11/100 - Acc: 0.8519
[Ideal_FP32 | Seed 2] Epoch 12/100 - Acc: 0.8544
[Ideal_FP32 | Seed 2] Epoch 13/100 - Acc: 0.8544
[Ideal_FP32 | Seed 2] Epoch 14/100 - Acc: 0.8555
[Ideal_FP32 | Seed 2] Epoch 15/100 - Acc: 0.8559
[Ideal_FP32 | Seed 2] Epoch 16/100 - Acc: 0.8584
[Ideal_FP32 | Seed 2] Epoch 17/100 - Acc: 0.8583
[Ideal_FP32 | Seed 2] Epoch 18/100 - Acc: 0.8597
[Ideal_FP32 | Seed 2] Epoch 19/100 - Acc: 0.8595
[Ideal_FP32 | Seed 2] Epoch 20/100 - Acc: 0.8587
[Ideal_FP32 | Seed 2] Epoch 21/100 - Acc: 0.8606
[Ideal_FP32 | Seed 2] Epoch 22/100 - Acc: 0.8618
[Ideal_FP32 | Seed 2] Epoch 23/100 - Acc: 0.8627
[Ideal_FP32 | Seed 2] Epoch 24/100 - Acc: 0.8632
[Ideal_FP32 | Seed 2] Epoch 25/100 - Acc: 0.8636
[Ideal_FP32 | Seed 2] Epoch 26/100 - Acc: 0.8647
[Ideal_FP32 | Seed 2] Epoch 27/100 - Acc: 0.8641
[Ideal_FP32 | Seed 2] Epoch 28/100 - Acc: 0.8645
[Ideal_FP32 | Seed 2] Epoch 29/100 - Acc: 0.8654
[Ideal_FP32 | Seed 2] Epoch 30/100 - Acc: 0.8648
[Ideal_FP32 | Seed 2] Epoch 31/100 - Acc: 0.8651
[Ideal_FP32 | Seed 2] Epoch 32/100 - Acc: 0.8665
[Ideal_FP32 | Seed 2] Epoch 33/100 - Acc: 0.8665
[Ideal_FP32 | Seed 2] Epoch 34/100 - Acc: 0.8668
[Ideal_FP32 | Seed 2] Epoch 35/100 - Acc: 0.8661
[Ideal_FP32 | Seed 2] Epoch 36/100 - Acc: 0.8664
[Ideal_FP32 | Seed 2] Epoch 37/100 - Acc: 0.8677
[Ideal_FP32 | Seed 2] Epoch 38/100 - Acc: 0.8677
[Ideal_FP32 | Seed 2] Epoch 39/100 - Acc: 0.8683
[Ideal_FP32 | Seed 2] Epoch 40/100 - Acc: 0.8673
[Ideal_FP32 | Seed 2] Epoch 41/100 - Acc: 0.8689
[Ideal_FP32 | Seed 2] Epoch 42/100 - Acc: 0.8691
[Ideal_FP32 | Seed 2] Epoch 43/100 - Acc: 0.8682
[Ideal_FP32 | Seed 2] Epoch 44/100 - Acc: 0.8694
[Ideal_FP32 | Seed 2] Epoch 45/100 - Acc: 0.8673
[Ideal_FP32 | Seed 2] Epoch 46/100 - Acc: 0.8685
[Ideal_FP32 | Seed 2] Epoch 47/100 - Acc: 0.8680
[Ideal_FP32 | Seed 2] Epoch 48/100 - Acc: 0.8682
[Ideal_FP32 | Seed 2] Epoch 49/100 - Acc: 0.9473
[Ideal_FP32 | Seed 2] Epoch 50/100 - Acc: 0.9594
[Ideal_FP32 | Seed 2] Epoch 51/100 - Acc: 0.9624
[Ideal_FP32 | Seed 2] Epoch 52/100 - Acc: 0.9624
[Ideal_FP32 | Seed 2] Epoch 53/100 - Acc: 0.9644
[Ideal_FP32 | Seed 2] Epoch 54/100 - Acc: 0.9654
[Ideal_FP32 | Seed 2] Epoch 55/100 - Acc: 0.9643
[Ideal_FP32 | Seed 2] Epoch 56/100 - Acc: 0.9648
[Ideal_FP32 | Seed 2] Epoch 57/100 - Acc: 0.9646
[Ideal_FP32 | Seed 2] Epoch 58/100 - Acc: 0.9648
[Ideal_FP32 | Seed 2] Epoch 59/100 - Acc: 0.9649
[Ideal_FP32 | Seed 2] Epoch 60/100 - Acc: 0.9659
[Ideal_FP32 | Seed 2] Epoch 61/100 - Acc: 0.9661
[Ideal_FP32 | Seed 2] Epoch 62/100 - Acc: 0.9665
[Ideal_FP32 | Seed 2] Epoch 63/100 - Acc: 0.9662
[Ideal_FP32 | Seed 2] Epoch 64/100 - Acc: 0.9667
[Ideal_FP32 | Seed 2] Epoch 65/100 - Acc: 0.9670
[Ideal_FP32 | Seed 2] Epoch 66/100 - Acc: 0.9658
[Ideal_FP32 | Seed 2] Epoch 67/100 - Acc: 0.9677
[Ideal_FP32 | Seed 2] Epoch 68/100 - Acc: 0.9670
[Ideal_FP32 | Seed 2] Epoch 69/100 - Acc: 0.9666
[Ideal_FP32 | Seed 2] Epoch 70/100 - Acc: 0.9679
[Ideal_FP32 | Seed 2] Epoch 71/100 - Acc: 0.9666
[Ideal_FP32 | Seed 2] Epoch 72/100 - Acc: 0.9670
[Ideal_FP32 | Seed 2] Epoch 73/100 - Acc: 0.9668
[Ideal_FP32 | Seed 2] Epoch 74/100 - Acc: 0.9670
[Ideal_FP32 | Seed 2] Epoch 75/100 - Acc: 0.9675
[Ideal_FP32 | Seed 2] Epoch 76/100 - Acc: 0.9672
[Ideal_FP32 | Seed 2] Epoch 77/100 - Acc: 0.9675
[Ideal_FP32 | Seed 2] Epoch 78/100 - Acc: 0.9670
[Ideal_FP32 | Seed 2] Epoch 79/100 - Acc: 0.9673
[Ideal_FP32 | Seed 2] Epoch 80/100 - Acc: 0.9670
[Ideal_FP32 | Seed 2] Epoch 81/100 - Acc: 0.9685
[Ideal_FP32 | Seed 2] Epoch 82/100 - Acc: 0.9669
[Ideal_FP32 | Seed 2] Epoch 83/100 - Acc: 0.9669
[Ideal_FP32 | Seed 2] Epoch 84/100 - Acc: 0.9678
[Ideal_FP32 | Seed 2] Epoch 85/100 - Acc: 0.9680
[Ideal_FP32 | Seed 2] Epoch 86/100 - Acc: 0.9668
[Ideal_FP32 | Seed 2] Epoch 87/100 - Acc: 0.9685
[Ideal_FP32 | Seed 2] Epoch 88/100 - Acc: 0.9677
[Ideal_FP32 | Seed 2] Epoch 89/100 - Acc: 0.9671
[Ideal_FP32 | Seed 2] Epoch 90/100 - Acc: 0.9677
[Ideal_FP32 | Seed 2] Epoch 91/100 - Acc: 0.9667
[Ideal_FP32 | Seed 2] Epoch 92/100 - Acc: 0.9679
[Ideal_FP32 | Seed 2] Epoch 93/100 - Acc: 0.9672
[Ideal_FP32 | Seed 2] Epoch 94/100 - Acc: 0.9680
[Ideal_FP32 | Seed 2] Epoch 95/100 - Acc: 0.9684
[Ideal_FP32 | Seed 2] Epoch 96/100 - Acc: 0.9674
[Ideal_FP32 | Seed 2] Epoch 97/100 - Acc: 0.9671
[Ideal_FP32 | Seed 2] Epoch 98/100 - Acc: 0.9686
[Ideal_FP32 | Seed 2] Epoch 99/100 - Acc: 0.9691
[Ideal_FP32 | Seed 2] Epoch 100/100 - Acc: 0.9666
[Ideal_FP32 | Seed 3] Epoch 1/100 - Acc: 0.7646
[Ideal_FP32 | Seed 3] Epoch 2/100 - Acc: 0.8154
[Ideal_FP32 | Seed 3] Epoch 3/100 - Acc: 0.8250
[Ideal_FP32 | Seed 3] Epoch 4/100 - Acc: 0.8350
[Ideal_FP32 | Seed 3] Epoch 5/100 - Acc: 0.8398
[Ideal_FP32 | Seed 3] Epoch 6/100 - Acc: 0.8442
[Ideal_FP32 | Seed 3] Epoch 7/100 - Acc: 0.8447
[Ideal_FP32 | Seed 3] Epoch 8/100 - Acc: 0.8500
[Ideal_FP32 | Seed 3] Epoch 9/100 - Acc: 0.8516
[Ideal_FP32 | Seed 3] Epoch 10/100 - Acc: 0.8519
[Ideal_FP32 | Seed 3] Epoch 11/100 - Acc: 0.8545
[Ideal_FP32 | Seed 3] Epoch 12/100 - Acc: 0.8574
[Ideal_FP32 | Seed 3] Epoch 13/100 - Acc: 0.9416
[Ideal_FP32 | Seed 3] Epoch 14/100 - Acc: 0.9449
[Ideal_FP32 | Seed 3] Epoch 15/100 - Acc: 0.9462
[Ideal_FP32 | Seed 3] Epoch 16/100 - Acc: 0.9483
[Ideal_FP32 | Seed 3] Epoch 17/100 - Acc: 0.9501
[Ideal_FP32 | Seed 3] Epoch 18/100 - Acc: 0.9522
[Ideal_FP32 | Seed 3] Epoch 19/100 - Acc: 0.9519
[Ideal_FP32 | Seed 3] Epoch 20/100 - Acc: 0.9535
[Ideal_FP32 | Seed 3] Epoch 21/100 - Acc: 0.9563
[Ideal_FP32 | Seed 3] Epoch 22/100 - Acc: 0.9568
[Ideal_FP32 | Seed 3] Epoch 23/100 - Acc: 0.9573
[Ideal_FP32 | Seed 3] Epoch 24/100 - Acc: 0.9563
[Ideal_FP32 | Seed 3] Epoch 25/100 - Acc: 0.9593
[Ideal_FP32 | Seed 3] Epoch 26/100 - Acc: 0.9591
[Ideal_FP32 | Seed 3] Epoch 27/100 - Acc: 0.9599
[Ideal_FP32 | Seed 3] Epoch 28/100 - Acc: 0.9594
[Ideal_FP32 | Seed 3] Epoch 29/100 - Acc: 0.9608
[Ideal_FP32 | Seed 3] Epoch 30/100 - Acc: 0.9597
[Ideal_FP32 | Seed 3] Epoch 31/100 - Acc: 0.9613
[Ideal_FP32 | Seed 3] Epoch 32/100 - Acc: 0.9598
[Ideal_FP32 | Seed 3] Epoch 33/100 - Acc: 0.9600
[Ideal_FP32 | Seed 3] Epoch 34/100 - Acc: 0.9602
[Ideal_FP32 | Seed 3] Epoch 35/100 - Acc: 0.9624
[Ideal_FP32 | Seed 3] Epoch 36/100 - Acc: 0.9614
[Ideal_FP32 | Seed 3] Epoch 37/100 - Acc: 0.9616
[Ideal_FP32 | Seed 3] Epoch 38/100 - Acc: 0.9615
[Ideal_FP32 | Seed 3] Epoch 39/100 - Acc: 0.9615
[Ideal_FP32 | Seed 3] Epoch 40/100 - Acc: 0.9613
[Ideal_FP32 | Seed 3] Epoch 41/100 - Acc: 0.9622
[Ideal_FP32 | Seed 3] Epoch 42/100 - Acc: 0.9635
[Ideal_FP32 | Seed 3] Epoch 43/100 - Acc: 0.9635
[Ideal_FP32 | Seed 3] Epoch 44/100 - Acc: 0.9633
[Ideal_FP32 | Seed 3] Epoch 45/100 - Acc: 0.9631
[Ideal_FP32 | Seed 3] Epoch 46/100 - Acc: 0.9634
[Ideal_FP32 | Seed 3] Epoch 47/100 - Acc: 0.9638
[Ideal_FP32 | Seed 3] Epoch 48/100 - Acc: 0.9638
[Ideal_FP32 | Seed 3] Epoch 49/100 - Acc: 0.9648
[Ideal_FP32 | Seed 3] Epoch 50/100 - Acc: 0.9641
[Ideal_FP32 | Seed 3] Epoch 51/100 - Acc: 0.9646
[Ideal_FP32 | Seed 3] Epoch 52/100 - Acc: 0.9659
[Ideal_FP32 | Seed 3] Epoch 53/100 - Acc: 0.9629
[Ideal_FP32 | Seed 3] Epoch 54/100 - Acc: 0.9648
[Ideal_FP32 | Seed 3] Epoch 55/100 - Acc: 0.9651
[Ideal_FP32 | Seed 3] Epoch 56/100 - Acc: 0.9652
[Ideal_FP32 | Seed 3] Epoch 57/100 - Acc: 0.9643
[Ideal_FP32 | Seed 3] Epoch 58/100 - Acc: 0.9662
[Ideal_FP32 | Seed 3] Epoch 59/100 - Acc: 0.9652
[Ideal_FP32 | Seed 3] Epoch 60/100 - Acc: 0.9653
[Ideal_FP32 | Seed 3] Epoch 61/100 - Acc: 0.9648
[Ideal_FP32 | Seed 3] Epoch 62/100 - Acc: 0.9658
[Ideal_FP32 | Seed 3] Epoch 63/100 - Acc: 0.9653
[Ideal_FP32 | Seed 3] Epoch 64/100 - Acc: 0.9652
[Ideal_FP32 | Seed 3] Epoch 65/100 - Acc: 0.9659
[Ideal_FP32 | Seed 3] Epoch 66/100 - Acc: 0.9651
[Ideal_FP32 | Seed 3] Epoch 67/100 - Acc: 0.9651
[Ideal_FP32 | Seed 3] Epoch 68/100 - Acc: 0.9657
[Ideal_FP32 | Seed 3] Epoch 69/100 - Acc: 0.9662
[Ideal_FP32 | Seed 3] Epoch 70/100 - Acc: 0.9664
[Ideal_FP32 | Seed 3] Epoch 71/100 - Acc: 0.9654
[Ideal_FP32 | Seed 3] Epoch 72/100 - Acc: 0.9669
[Ideal_FP32 | Seed 3] Epoch 73/100 - Acc: 0.9660
[Ideal_FP32 | Seed 3] Epoch 74/100 - Acc: 0.9662
[Ideal_FP32 | Seed 3] Epoch 75/100 - Acc: 0.9648
[Ideal_FP32 | Seed 3] Epoch 76/100 - Acc: 0.9660
